Year,Week of Year,Media Cost,Impressions,CPM,Clicks,CTR,CPC,IV,CP IV,Entry Rate,NVWR,CP NVWR,CVR,DCS (pre) Order,CP DCS (pre) Order,Meta Leads,Cp lead Forms
2025-01-01 00:00,08,328.095412743285,77885.0,4.212562274421069,2560.0,0.032868973486550684,0.1281622706028457,,NaN,0.0,,NaN,NaN,,NaN,,NaN
2025-01-01 00:00,09,888.90338312295,245467.0,3.6212744813883333,4981.0,0.02029193333523447,0.17845882014112627,,NaN,0.0,,NaN,NaN,,NaN,,NaN
2025-01-01 00:00,10,883.981760857645,234384.0,3.771510686982239,4109.0,0.017531060140623934,0.21513306421456438,,NaN,0.0,,NaN,NaN,,NaN,,NaN
2025-01-01 00:00,11,886.830831359149,236812.0,3.744872858466416,3969.0,0.016760130398797358,0.22343936290227992,,NaN,0.0,,NaN,NaN,,NaN,,NaN
2025-01-01 00:00,12,879.72497334567,222147.0,3.9601028748786615,3389.0,0.015255664042278311,0.2595824648408587,,NaN,0.0,,NaN,NaN,,NaN,,NaN
