Country,Campaign Type,Media Cost,Impressions,CPM,Clicks,CTR,CPC,IV,CP IV,Entry Rate,NVWR,Cp NVWR,CVR,DCS (pre) Order,CP DCS (pre) Order,Meta Leads,Cp lead Forms
FR,Always On,103689.34899300004,2.280273E7,4.54723399316661,256750.0,0.011259616721331174,0.4038533553768259,2036.0,50.927971018172904,0.007929892891918209,15.0,6912.623266200002,0.0073673870333988214,0.0,NaN,,NaN
FR,Tactical,27442.279719000002,6.2960133E7,0.43586756271623506,95119.0,0.00151078143370504,0.2885047121920962,,NaN,0.0,,NaN,NaN,,NaN,,NaN
