Country,Media Cost,Impressions,CPM,Clicks,CTR,CPC,IV,CP IV,Entry Rate,NVWR,Cp NVWR,CVR,DCS (pre) Order,CP DCS (pre) Order,Meta Leads,Cp lead Forms
FR,186758.701815,2.5457842E8,0.7335998935612845,537083.0,0.0021096957079079996,0.34772782198468394,2167.0,86.1830649815413,0.0040347581286318875,18.0,10375.483434166666,0.008306414397784956,0.0,NaN,,NaN
