Country,Campaign Type,Media Cost,Impressions,CPM,Clicks,CTR,CPC,IV,CP IV,Entry Rate,NVWR,Cp NVWR,CVR,DCS (pre) Order,CP DCS (pre) Order,Meta Leads,Cp lead Forms
FR,Always On,97877.09987599998,1.9181416E7,5.102704611380097,305578.0,0.015930940656310254,0.32030152653659616,2166.0,45.187950081255764,0.00708820661173252,18.0,5437.6166597777765,0.008310249307479225,0.0,NaN,,NaN
FR,Tactical,85894.35193900001,2.30676481E8,0.37235851512317814,227743.0,9.872831378938886E-4,0.3771547399437085,1.0,85894.35193900001,4.390914320088872E-6,0.0,NaN,0.0,0.0,NaN,,NaN
FR,Other,2987.25,4720523.0,0.6328218292761204,3762.0,7.9694559268115E-4,0.7940590111642744,,NaN,0.0,,NaN,NaN,,NaN,,NaN
