Country,Media Cost,Impressions,CPM,Clicks,CTR,CPC,IV,CP IV,Entry Rate,NVWR,Cp NVWR,CVR,DCS (pre) Order,CP DCS (pre) Order,Meta Leads,Cp lead Forms
FR,131131.628712,8.5762863E7,1.5290024624294551,351869.0,0.004102813125536633,0.3726717292856148,2036.0,64.40649740275049,0.005786244312514032,15.0,8742.1085808,0.0073673870333988214,0.0,NaN,,NaN
