Country,Channel Name,Media Cost,Impressions,CPM,Clicks,CTR,CPC,IV,CP IV,Entry Rate,NVWR,Cp NVWR,CVR,DCS (pre) Order,CP DCS (pre) Order,Meta Leads,Cp lead Forms
FR,META (FB&Insta),67736.54000000001,2.226917E7,3.0417182140151615,135537.0,0.006086306764015004,0.49976419723027665,2.0,33868.270000000004,1.47561182555317E-5,0.0,NaN,0.0,0.0,NaN,,NaN
FR,SEA Adwords,35952.808993000006,533560.0,67.38287913824126,121213.0,0.22717782442461953,0.29660852378045266,277.0,129.79353427075816,0.0022852334320576178,4.0,8988.202248250002,0.01444043321299639,0.0,NaN,,NaN
FR,DV360,20204.888348999997,2300236.0,8.783832767159543,7396.0,0.0032153222538904703,2.7318670022985394,,NaN,0.0,,NaN,NaN,,NaN,,NaN
FR,Taboola,7104.93,6.0649975E7,0.11714646213786568,87702.0,0.0014460352209543367,0.081012177601423,,NaN,0.0,,NaN,NaN,,NaN,,NaN
FR,NOT MAPPED,132.46137,9922.0,13.35026909897198,20.0,0.0020157226365652087,6.6230685,,NaN,0.0,,NaN,NaN,,NaN,,NaN
